nome_munic,codigo_ibge,nome_drs,cod_drs,pop,pop_60,ano_mes,casos,casos_novos,obitos,obitos_novos
Adamantina,3500105,Marília,5.0,33894.0,7398.0,2020-02,0,0,0,0
Adamantina,3500105,Marília,5.0,33894.0,7398.0,2020-03,0,0,0,0
Adamantina,3500105,Marília,5.0,33894.0,7398.0,2020-04,28,5,0,0
Adamantina,3500105,Marília,5.0,33894.0,7398.0,2020-05,717,34,27,2
Adamantina,3500105,Marília,5.0,33894.0,7398.0,2020-06,163,3,10,1
Adolfo,3500204,São José do Rio Preto,15.0,3447.0,761.0,2020-02,0,0,0,0
Adolfo,3500204,São José do Rio Preto,15.0,3447.0,761.0,2020-03,0,0,0,0
Adolfo,3500204,São José do Rio Preto,15.0,3447.0,761.0,2020-04,1,1,0,0
Adolfo,3500204,São José do Rio Preto,15.0,3447.0,761.0,2020-05,56,2,0,0
Adolfo,3500204,São José do Rio Preto,15.0,3447.0,761.0,2020-06,12,0,0,0
Aguaí,3500303,São João da Boa Vista,14.0,35608.0,5245.0,2020-02,0,0,0,0
Aguaí,3500303,São João da Boa Vista,14.0,35608.0,5245.0,2020-03,0,0,0,0
Aguaí,3500303,São João da Boa Vista,14.0,35608.0,5245.0,2020-04,43,14,2,2
Aguaí,3500303,São João da Boa Vista,14.0,35608.0,5245.0,2020-05,492,16,87,1
Aguaí,3500303,São João da Boa Vista,14.0,35608.0,5245.0,2020-06,144,10,13,1
Agudos,3500709,Bauru,12.0,36134.0,5524.0,2020-02,0,0,0,0
Agudos,3500709,Bauru,12.0,36134.0,5524.0,2020-03,0,0,0,0
Agudos,3500709,Bauru,12.0,36134.0,5524.0,2020-04,152,15,23,1
Agudos,3500709,Bauru,12.0,36134.0,5524.0,2020-05,617,8,31,0
Agudos,3500709,Bauru,12.0,36134.0,5524.0,2020-06,108,9,4,0
Alambari,3500758,Sorocaba,6.0,5779.0,830.0,2020-02,0,0,0,0
Alambari,3500758,Sorocaba,6.0,5779.0,830.0,2020-03,0,0,0,0
Alambari,3500758,Sorocaba,6.0,5779.0,830.0,2020-04,15,1,0,0
Alambari,3500758,Sorocaba,6.0,5779.0,830.0,2020-05,95,3,0,0
Alambari,3500758,Sorocaba,6.0,5779.0,830.0,2020-06,18,1,0,0
Alfredo Marcondes,3500808,Presidente Prudente,2.0,3927.0,907.0,2020-02,0,0,0,0
Alfredo Marcondes,3500808,Presidente Prudente,2.0,3927.0,907.0,2020-03,0,0,0,0
Alfredo Marcondes,3500808,Presidente Prudente,2.0,3927.0,907.0,2020-04,0,0,0,0
Alfredo Marcondes,3500808,Presidente Prudente,2.0,3927.0,907.0,2020-05,23,2,10,1
Alfredo Marcondes,3500808,Presidente Prudente,2.0,3927.0,907.0,2020-06,10,1,4,0
Altair,3500907,Barretos,16.0,4036.0,552.0,2020-02,0,0,0,0
Altair,3500907,Barretos,16.0,4036.0,552.0,2020-03,0,0,0,0
Altair,3500907,Barretos,16.0,4036.0,552.0,2020-04,0,0,0,0
Altair,3500907,Barretos,16.0,4036.0,552.0,2020-05,16,1,0,0
Altair,3500907,Barretos,16.0,4036.0,552.0,2020-06,4,0,0,0
Altinópolis,3501004,Ribeirão Preto,1.0,15553.0,2980.0,2020-02,0,0,0,0
Altinópolis,3501004,Ribeirão Preto,1.0,15553.0,2980.0,2020-03,0,0,0,0
Altinópolis,3501004,Ribeirão Preto,1.0,15553.0,2980.0,2020-04,0,0,0,0
Altinópolis,3501004,Ribeirão Preto,1.0,15553.0,2980.0,2020-05,39,4,0,0
Altinópolis,3501004,Ribeirão Preto,1.0,15553.0,2980.0,2020-06,18,1,0,0
Alto Alegre,3501103,Araçatuba,7.0,4017.0,964.0,2020-02,0,0,0,0
Alto Alegre,3501103,Araçatuba,7.0,4017.0,964.0,2020-03,0,0,0,0
Alto Alegre,3501103,Araçatuba,7.0,4017.0,964.0,2020-04,0,0,0,0
Alto Alegre,3501103,Araçatuba,7.0,4017.0,964.0,2020-05,23,1,20,1
Alto Alegre,3501103,Araçatuba,7.0,4017.0,964.0,2020-06,4,0,4,0
Alumínio,3501152,Sorocaba,6.0,17972.0,2230.0,2020-02,0,0,0,0
Alumínio,3501152,Sorocaba,6.0,17972.0,2230.0,2020-03,0,0,0,0
Alumínio,3501152,Sorocaba,6.0,17972.0,2230.0,2020-04,0,0,0,0
Alumínio,3501152,Sorocaba,6.0,17972.0,2230.0,2020-05,161,11,17,1
Alumínio,3501152,Sorocaba,6.0,17972.0,2230.0,2020-06,44,0,4,0
Alvinlândia,3501509,Marília,5.0,3176.0,505.0,2020-02,0,0,0,0
Alvinlândia,3501509,Marília,5.0,3176.0,505.0,2020-03,0,0,0,0
Alvinlândia,3501509,Marília,5.0,3176.0,505.0,2020-04,0,0,0,0
Alvinlândia,3501509,Marília,5.0,3176.0,505.0,2020-05,0,0,0,0
Alvinlândia,3501509,Marília,5.0,3176.0,505.0,2020-06,3,1,0,0
Americana,3501608,Campinas,3.0,233458.0,40276.0,2020-02,0,0,0,0
Americana,3501608,Campinas,3.0,233458.0,40276.0,2020-03,2,2,0,0
Americana,3501608,Campinas,3.0,233458.0,40276.0,2020-04,520,49,68,3
Americana,3501608,Campinas,3.0,233458.0,40276.0,2020-05,2295,70,127,3
Americana,3501608,Campinas,3.0,233458.0,40276.0,2020-06,532,24,29,2
Amparo,3501905,Campinas,3.0,69639.0,12727.0,2020-02,0,0,0,0
Amparo,3501905,Campinas,3.0,69639.0,12727.0,2020-03,0,0,0,0
Amparo,3501905,Campinas,3.0,69639.0,12727.0,2020-04,103,9,0,0
Amparo,3501905,Campinas,3.0,69639.0,12727.0,2020-05,585,28,27,1
Amparo,3501905,Campinas,3.0,69639.0,12727.0,2020-06,179,16,11,3
Américo Brasiliense,3501707,Araraquara,8.0,40243.0,4465.0,2020-02,0,0,0,0
Américo Brasiliense,3501707,Araraquara,8.0,40243.0,4465.0,2020-03,0,0,0,0
Américo Brasiliense,3501707,Araraquara,8.0,40243.0,4465.0,2020-04,77,7,0,0
Américo Brasiliense,3501707,Araraquara,8.0,40243.0,4465.0,2020-05,622,33,12,2
Américo Brasiliense,3501707,Araraquara,8.0,40243.0,4465.0,2020-06,174,9,8,0
Américo de Campos,3501806,São José do Rio Preto,15.0,5736.0,1267.0,2020-02,0,0,0,0
Américo de Campos,3501806,São José do Rio Preto,15.0,5736.0,1267.0,2020-03,0,0,0,0
Américo de Campos,3501806,São José do Rio Preto,15.0,5736.0,1267.0,2020-04,0,0,0,0
Américo de Campos,3501806,São José do Rio Preto,15.0,5736.0,1267.0,2020-05,67,4,0,0
Américo de Campos,3501806,São José do Rio Preto,15.0,5736.0,1267.0,2020-06,16,0,0,0
Analândia,3502002,Piracicaba,11.0,4850.0,813.0,2020-02,0,0,0,0
Analândia,3502002,Piracicaba,11.0,4850.0,813.0,2020-03,0,0,0,0
Analândia,3502002,Piracicaba,11.0,4850.0,813.0,2020-04,0,0,0,0
Analândia,3502002,Piracicaba,11.0,4850.0,813.0,2020-05,0,0,0,0
Analândia,3502002,Piracicaba,11.0,4850.0,813.0,2020-06,0,0,0,0
Andradina,3502101,Araçatuba,7.0,56054.0,10776.0,2020-02,0,0,0,0
Andradina,3502101,Araçatuba,7.0,56054.0,10776.0,2020-03,0,0,0,0
Andradina,3502101,Araçatuba,7.0,56054.0,10776.0,2020-04,59,11,0,0
Andradina,3502101,Araçatuba,7.0,56054.0,10776.0,2020-05,829,29,80,4
Andradina,3502101,Araçatuba,7.0,56054.0,10776.0,2020-06,163,2,16,0
Angatuba,3502200,Sorocaba,6.0,24501.0,3775.0,2020-02,0,0,0,0
Angatuba,3502200,Sorocaba,6.0,24501.0,3775.0,2020-03,0,0,0,0
Angatuba,3502200,Sorocaba,6.0,24501.0,3775.0,2020-04,20,2,13,1
Angatuba,3502200,Sorocaba,6.0,24501.0,3775.0,2020-05,244,20,38,1
Angatuba,3502200,Sorocaba,6.0,24501.0,3775.0,2020-06,93,4,8,0
Anhembi,3502309,Bauru,12.0,6672.0,975.0,2020-02,0,0,0,0
Anhembi,3502309,Bauru,12.0,6672.0,975.0,2020-03,0,0,0,0
Anhembi,3502309,Bauru,12.0,6672.0,975.0,2020-04,2,2,0,0
Anhembi,3502309,Bauru,12.0,6672.0,975.0,2020-05,62,0,0,0
Anhembi,3502309,Bauru,12.0,6672.0,975.0,2020-06,8,0,0,0
Anhumas,3502408,Presidente Prudente,2.0,3963.0,680.0,2020-02,0,0,0,0
Anhumas,3502408,Presidente Prudente,2.0,3963.0,680.0,2020-03,0,0,0,0
Anhumas,3502408,Presidente Prudente,2.0,3963.0,680.0,2020-04,0,0,0,0
Anhumas,3502408,Presidente Prudente,2.0,3963.0,680.0,2020-05,24,2,0,0
Anhumas,3502408,Presidente Prudente,2.0,3963.0,680.0,2020-06,8,0,0,0
Aparecida,3502507,Taubaté,17.0,35709.0,6043.0,2020-02,0,0,0,0
Aparecida,3502507,Taubaté,17.0,35709.0,6043.0,2020-03,0,0,0,0
Aparecida,3502507,Taubaté,17.0,35709.0,6043.0,2020-04,13,1,0,0
Aparecida,3502507,Taubaté,17.0,35709.0,6043.0,2020-05,86,4,0,0
Aparecida,3502507,Taubaté,17.0,35709.0,6043.0,2020-06,26,2,0,0
Aparecida d'Oeste,3502606,São José do Rio Preto,15.0,4132.0,997.0,2020-02,0,0,0,0
Aparecida d'Oeste,3502606,São José do Rio Preto,15.0,4132.0,997.0,2020-03,0,0,0,0
Aparecida d'Oeste,3502606,São José do Rio Preto,15.0,4132.0,997.0,2020-04,0,0,0,0
Aparecida d'Oeste,3502606,São José do Rio Preto,15.0,4132.0,997.0,2020-05,0,0,0,0
Aparecida d'Oeste,3502606,São José do Rio Preto,15.0,4132.0,997.0,2020-06,0,0,0,0
Apiaí,3502705,Sorocaba,6.0,24666.0,3685.0,2020-02,0,0,0,0
Apiaí,3502705,Sorocaba,6.0,24666.0,3685.0,2020-03,0,0,0,0
Apiaí,3502705,Sorocaba,6.0,24666.0,3685.0,2020-04,16,1,0,0
Apiaí,3502705,Sorocaba,6.0,24666.0,3685.0,2020-05,40,1,0,0
Apiaí,3502705,Sorocaba,6.0,24666.0,3685.0,2020-06,8,0,0,0
Aramina,3503000,Franca,4.0,5496.0,980.0,2020-02,0,0,0,0
Aramina,3503000,Franca,4.0,5496.0,980.0,2020-03,0,0,0,0
Aramina,3503000,Franca,4.0,5496.0,980.0,2020-04,0,0,0,0
Aramina,3503000,Franca,4.0,5496.0,980.0,2020-05,0,0,0,0
Aramina,3503000,Franca,4.0,5496.0,980.0,2020-06,0,0,0,0
Arandu,3503109,Bauru,12.0,6165.0,1030.0,2020-02,0,0,0,0
Arandu,3503109,Bauru,12.0,6165.0,1030.0,2020-03,0,0,0,0
Arandu,3503109,Bauru,12.0,6165.0,1030.0,2020-04,110,9,16,2
Arandu,3503109,Bauru,12.0,6165.0,1030.0,2020-05,310,1,62,0
Arandu,3503109,Bauru,12.0,6165.0,1030.0,2020-06,40,0,8,0
Arapeí,3503158,Taubaté,17.0,2471.0,433.0,2020-02,0,0,0,0
Arapeí,3503158,Taubaté,17.0,2471.0,433.0,2020-03,0,0,0,0
Arapeí,3503158,Taubaté,17.0,2471.0,433.0,2020-04,0,0,0,0
Arapeí,3503158,Taubaté,17.0,2471.0,433.0,2020-05,0,0,0,0
Arapeí,3503158,Taubaté,17.0,2471.0,433.0,2020-06,0,0,0,0
Araraquara,3503208,Araraquara,8.0,227618.0,40188.0,2020-02,0,0,0,0
Araraquara,3503208,Araraquara,8.0,227618.0,40188.0,2020-03,0,0,0,0
Araraquara,3503208,Araraquara,8.0,227618.0,40188.0,2020-04,815,72,46,3
Araraquara,3503208,Araraquara,8.0,227618.0,40188.0,2020-05,4337,161,119,1
Araraquara,3503208,Araraquara,8.0,227618.0,40188.0,2020-06,1042,63,16,0
Araras,3503307,Piracicaba,11.0,131057.0,21594.0,2020-02,0,0,0,0
Araras,3503307,Piracicaba,11.0,131057.0,21594.0,2020-03,0,0,0,0
Araras,3503307,Piracicaba,11.0,131057.0,21594.0,2020-04,157,14,4,2
Araras,3503307,Piracicaba,11.0,131057.0,21594.0,2020-05,1801,113,74,1
Araras,3503307,Piracicaba,11.0,131057.0,21594.0,2020-06,514,2,12,0
Araçariguama,3502754,Sorocaba,6.0,20980.0,2193.0,2020-02,0,0,0,0
Araçariguama,3502754,Sorocaba,6.0,20980.0,2193.0,2020-03,0,0,0,0
Araçariguama,3502754,Sorocaba,6.0,20980.0,2193.0,2020-04,32,3,6,1
Araçariguama,3502754,Sorocaba,6.0,20980.0,2193.0,2020-05,205,11,31,0
Araçariguama,3502754,Sorocaba,6.0,20980.0,2193.0,2020-06,62,3,4,0
Araçatuba,3502804,Araçatuba,7.0,190469.0,35257.0,2020-02,0,0,0,0
Araçatuba,3502804,Araçatuba,7.0,190469.0,35257.0,2020-03,1,1,0,0
Araçatuba,3502804,Araçatuba,7.0,190469.0,35257.0,2020-04,848,62,15,2
Araçatuba,3502804,Araçatuba,7.0,190469.0,35257.0,2020-05,3451,101,109,3
Araçatuba,3502804,Araçatuba,7.0,190469.0,35257.0,2020-06,717,26,22,2
Araçoiaba da Serra,3502903,Sorocaba,6.0,32390.0,5103.0,2020-02,0,0,0,0
Araçoiaba da Serra,3502903,Sorocaba,6.0,32390.0,5103.0,2020-03,0,0,0,0
Araçoiaba da Serra,3502903,Sorocaba,6.0,32390.0,5103.0,2020-04,27,2,0,0
Araçoiaba da Serra,3502903,Sorocaba,6.0,32390.0,5103.0,2020-05,631,38,11,1
Araçoiaba da Serra,3502903,Sorocaba,6.0,32390.0,5103.0,2020-06,166,3,4,0
Arco-Íris,3503356,Marília,5.0,1816.0,414.0,2020-02,0,0,0,0
Arco-Íris,3503356,Marília,5.0,1816.0,414.0,2020-03,0,0,0,0
Arco-Íris,3503356,Marília,5.0,1816.0,414.0,2020-04,0,0,0,0
Arco-Íris,3503356,Marília,5.0,1816.0,414.0,2020-05,0,0,0,0
Arco-Íris,3503356,Marília,5.0,1816.0,414.0,2020-06,0,0,0,0
Arealva,3503406,Bauru,12.0,8196.0,1774.0,2020-02,0,0,0,0
Arealva,3503406,Bauru,12.0,8196.0,1774.0,2020-03,0,0,0,0
Arealva,3503406,Bauru,12.0,8196.0,1774.0,2020-04,5,1,0,0
Arealva,3503406,Bauru,12.0,8196.0,1774.0,2020-05,31,0,0,0
Arealva,3503406,Bauru,12.0,8196.0,1774.0,2020-06,4,0,0,0
Areias,3503505,Taubaté,17.0,3843.0,562.0,2020-02,0,0,0,0
Areias,3503505,Taubaté,17.0,3843.0,562.0,2020-03,0,0,0,0
Areias,3503505,Taubaté,17.0,3843.0,562.0,2020-04,0,0,0,0
Areias,3503505,Taubaté,17.0,3843.0,562.0,2020-05,0,0,0,0
Areias,3503505,Taubaté,17.0,3843.0,562.0,2020-06,0,0,0,0
Areiópolis,3503604,Bauru,12.0,10857.0,1303.0,2020-02,0,0,0,0
Areiópolis,3503604,Bauru,12.0,10857.0,1303.0,2020-03,0,0,0,0
Areiópolis,3503604,Bauru,12.0,10857.0,1303.0,2020-04,21,4,0,0
Areiópolis,3503604,Bauru,12.0,10857.0,1303.0,2020-05,210,6,11,2
Areiópolis,3503604,Bauru,12.0,10857.0,1303.0,2020-06,40,0,9,1
Ariranha,3503703,São José do Rio Preto,15.0,9320.0,1475.0,2020-02,0,0,0,0
Ariranha,3503703,São José do Rio Preto,15.0,9320.0,1475.0,2020-03,0,0,0,0
Ariranha,3503703,São José do Rio Preto,15.0,9320.0,1475.0,2020-04,0,0,0,0
Ariranha,3503703,São José do Rio Preto,15.0,9320.0,1475.0,2020-05,19,2,0,0
Ariranha,3503703,São José do Rio Preto,15.0,9320.0,1475.0,2020-06,8,0,0,0
Artur Nogueira,3503802,Campinas,3.0,52609.0,6762.0,2020-02,0,0,0,0
Artur Nogueira,3503802,Campinas,3.0,52609.0,6762.0,2020-03,0,0,0,0
Artur Nogueira,3503802,Campinas,3.0,52609.0,6762.0,2020-04,22,1,0,0
Artur Nogueira,3503802,Campinas,3.0,52609.0,6762.0,2020-05,266,21,2,1
Artur Nogueira,3503802,Campinas,3.0,52609.0,6762.0,2020-06,100,6,6,1
Arujá,3503901,Grande São Paulo,10.0,89744.0,10776.0,2020-02,0,0,0,0
Arujá,3503901,Grande São Paulo,10.0,89744.0,10776.0,2020-03,7,2,0,0
Arujá,3503901,Grande São Paulo,10.0,89744.0,10776.0,2020-04,610,52,31,2
Arujá,3503901,Grande São Paulo,10.0,89744.0,10776.0,2020-05,4518,194,295,16
Arujá,3503901,Grande São Paulo,10.0,89744.0,10776.0,2020-06,1059,30,73,1
Aspásia,3503950,São José do Rio Preto,15.0,1765.0,402.0,2020-02,0,0,0,0
Aspásia,3503950,São José do Rio Preto,15.0,1765.0,402.0,2020-03,0,0,0,0
Aspásia,3503950,São José do Rio Preto,15.0,1765.0,402.0,2020-04,0,0,0,0
Aspásia,3503950,São José do Rio Preto,15.0,1765.0,402.0,2020-05,0,0,0,0
Aspásia,3503950,São José do Rio Preto,15.0,1765.0,402.0,2020-06,3,1,0,0
Assis,3504008,Marília,5.0,101381.0,18181.0,2020-02,0,0,0,0
Assis,3504008,Marília,5.0,101381.0,18181.0,2020-03,0,0,0,0
Assis,3504008,Marília,5.0,101381.0,18181.0,2020-04,147,13,26,2
Assis,3504008,Marília,5.0,101381.0,18181.0,2020-05,973,43,119,3
Assis,3504008,Marília,5.0,101381.0,18181.0,2020-06,231,3,20,0
Atibaia,3504107,Campinas,3.0,139606.0,21916.0,2020-02,0,0,0,0
Atibaia,3504107,Campinas,3.0,139606.0,21916.0,2020-03,0,0,0,0
Atibaia,3504107,Campinas,3.0,139606.0,21916.0,2020-04,480,34,16,1
Atibaia,3504107,Campinas,3.0,139606.0,21916.0,2020-05,1820,49,95,3
Atibaia,3504107,Campinas,3.0,139606.0,21916.0,2020-06,356,11,16,0
Auriflama,3504206,Araçatuba,7.0,14471.0,2825.0,2020-02,0,0,0,0
Auriflama,3504206,Araçatuba,7.0,14471.0,2825.0,2020-03,0,0,0,0
Auriflama,3504206,Araçatuba,7.0,14471.0,2825.0,2020-04,0,0,0,0
Auriflama,3504206,Araçatuba,7.0,14471.0,2825.0,2020-05,22,3,0,0
Auriflama,3504206,Araçatuba,7.0,14471.0,2825.0,2020-06,12,0,0,0
Avanhandava,3504404,Araçatuba,7.0,12114.0,1541.0,2020-02,0,0,0,0
Avanhandava,3504404,Araçatuba,7.0,12114.0,1541.0,2020-03,0,0,0,0
Avanhandava,3504404,Araçatuba,7.0,12114.0,1541.0,2020-04,0,0,0,0
Avanhandava,3504404,Araçatuba,7.0,12114.0,1541.0,2020-05,24,1,0,0
Avanhandava,3504404,Araçatuba,7.0,12114.0,1541.0,2020-06,4,0,0,0
Avaré,3504503,Bauru,12.0,87538.0,14398.0,2020-02,0,0,0,0
Avaré,3504503,Bauru,12.0,87538.0,14398.0,2020-03,0,0,0,0
Avaré,3504503,Bauru,12.0,87538.0,14398.0,2020-04,180,21,17,1
Avaré,3504503,Bauru,12.0,87538.0,14398.0,2020-05,1139,35,84,4
Avaré,3504503,Bauru,12.0,87538.0,14398.0,2020-06,237,10,23,2
Avaí,3504305,Bauru,12.0,5288.0,853.0,2020-02,0,0,0,0
Avaí,3504305,Bauru,12.0,5288.0,853.0,2020-03,0,0,0,0
Avaí,3504305,Bauru,12.0,5288.0,853.0,2020-04,13,1,0,0
Avaí,3504305,Bauru,12.0,5288.0,853.0,2020-05,54,1,0,0
Avaí,3504305,Bauru,12.0,5288.0,853.0,2020-06,8,0,0,0
Bady Bassitt,3504602,São José do Rio Preto,15.0,16329.0,2565.0,2020-02,0,0,0,0
Bady Bassitt,3504602,São José do Rio Preto,15.0,16329.0,2565.0,2020-03,0,0,0,0
Bady Bassitt,3504602,São José do Rio Preto,15.0,16329.0,2565.0,2020-04,43,2,0,0
Bady Bassitt,3504602,São José do Rio Preto,15.0,16329.0,2565.0,2020-05,447,27,72,4
Bady Bassitt,3504602,São José do Rio Preto,15.0,16329.0,2565.0,2020-06,119,1,16,0
Balbinos,3504701,Bauru,12.0,3704.0,306.0,2020-02,0,0,0,0
Balbinos,3504701,Bauru,12.0,3704.0,306.0,2020-03,0,0,0,0
Balbinos,3504701,Bauru,12.0,3704.0,306.0,2020-04,0,0,0,0
Balbinos,3504701,Bauru,12.0,3704.0,306.0,2020-05,0,0,0,0
Balbinos,3504701,Bauru,12.0,3704.0,306.0,2020-06,0,0,0,0
Bananal,3504909,Taubaté,17.0,10651.0,1900.0,2020-02,0,0,0,0
Bananal,3504909,Taubaté,17.0,10651.0,1900.0,2020-03,0,0,0,0
Bananal,3504909,Taubaté,17.0,10651.0,1900.0,2020-04,0,0,0,0
Bananal,3504909,Taubaté,17.0,10651.0,1900.0,2020-05,62,3,0,0
Bananal,3504909,Taubaté,17.0,10651.0,1900.0,2020-06,16,2,0,0
Barbosa,3505104,Araçatuba,7.0,7284.0,1122.0,2020-02,0,0,0,0
Barbosa,3505104,Araçatuba,7.0,7284.0,1122.0,2020-03,0,0,0,0
Barbosa,3505104,Araçatuba,7.0,7284.0,1122.0,2020-04,0,0,0,0
Barbosa,3505104,Araçatuba,7.0,7284.0,1122.0,2020-05,0,0,0,0
Barbosa,3505104,Araçatuba,7.0,7284.0,1122.0,2020-06,0,0,0,0
Bariri,3505203,Bauru,12.0,33993.0,6061.0,2020-02,0,0,0,0
Bariri,3505203,Bauru,12.0,33993.0,6061.0,2020-03,0,0,0,0
Bariri,3505203,Bauru,12.0,33993.0,6061.0,2020-04,17,1,0,0
Bariri,3505203,Bauru,12.0,33993.0,6061.0,2020-05,147,9,15,1
Bariri,3505203,Bauru,12.0,33993.0,6061.0,2020-06,55,7,4,0
Barra Bonita,3505302,Bauru,12.0,34914.0,6605.0,2020-02,0,0,0,0
Barra Bonita,3505302,Bauru,12.0,34914.0,6605.0,2020-03,0,0,0,0
Barra Bonita,3505302,Bauru,12.0,34914.0,6605.0,2020-04,31,7,3,1
Barra Bonita,3505302,Bauru,12.0,34914.0,6605.0,2020-05,509,25,31,0
Barra Bonita,3505302,Bauru,12.0,34914.0,6605.0,2020-06,131,2,4,0
Barra do Chapéu,3505351,Sorocaba,6.0,5530.0,802.0,2020-02,0,0,0,0
Barra do Chapéu,3505351,Sorocaba,6.0,5530.0,802.0,2020-03,0,0,0,0
Barra do Chapéu,3505351,Sorocaba,6.0,5530.0,802.0,2020-04,0,0,0,0
Barra do Chapéu,3505351,Sorocaba,6.0,5530.0,802.0,2020-05,0,0,0,0
Barra do Chapéu,3505351,Sorocaba,6.0,5530.0,802.0,2020-06,0,0,0,0
Barra do Turvo,3505401,Registro,9.0,7687.0,1274.0,2020-02,0,0,0,0
Barra do Turvo,3505401,Registro,9.0,7687.0,1274.0,2020-03,0,0,0,0
Barra do Turvo,3505401,Registro,9.0,7687.0,1274.0,2020-04,22,1,0,0
Barra do Turvo,3505401,Registro,9.0,7687.0,1274.0,2020-05,146,8,14,1
Barra do Turvo,3505401,Registro,9.0,7687.0,1274.0,2020-06,36,0,4,0
Barretos,3505500,Barretos,16.0,118048.0,20239.0,2020-02,0,0,0,0
Barretos,3505500,Barretos,16.0,118048.0,20239.0,2020-03,0,0,0,0
Barretos,3505500,Barretos,16.0,118048.0,20239.0,2020-04,293,47,22,3
Barretos,3505500,Barretos,16.0,118048.0,20239.0,2020-05,3328,169,176,7
Barretos,3505500,Barretos,16.0,118048.0,20239.0,2020-06,1000,56,41,1
Barrinha,3505609,Ribeirão Preto,1.0,32338.0,3336.0,2020-02,0,0,0,0
Barrinha,3505609,Ribeirão Preto,1.0,32338.0,3336.0,2020-03,0,0,0,0
Barrinha,3505609,Ribeirão Preto,1.0,32338.0,3336.0,2020-04,0,0,0,0
Barrinha,3505609,Ribeirão Preto,1.0,32338.0,3336.0,2020-05,225,14,20,1
Barrinha,3505609,Ribeirão Preto,1.0,32338.0,3336.0,2020-06,69,6,4,0
Barueri,3505708,Grande São Paulo,10.0,264390.0,29409.0,2020-02,0,0,0,0
Barueri,3505708,Grande São Paulo,10.0,264390.0,29409.0,2020-03,46,20,0,0
Barueri,3505708,Grande São Paulo,10.0,264390.0,29409.0,2020-04,3296,293,160,15
Barueri,3505708,Grande São Paulo,10.0,264390.0,29409.0,2020-05,21636,871,2210,111
Barueri,3505708,Grande São Paulo,10.0,264390.0,29409.0,2020-06,5048,142,536,11
Barão de Antonina,3505005,Bauru,12.0,3383.0,637.0,2020-02,0,0,0,0
Barão de Antonina,3505005,Bauru,12.0,3383.0,637.0,2020-03,0,0,0,0
Barão de Antonina,3505005,Bauru,12.0,3383.0,637.0,2020-04,0,0,0,0
Barão de Antonina,3505005,Bauru,12.0,3383.0,637.0,2020-05,12,1,0,0
Barão de Antonina,3505005,Bauru,12.0,3383.0,637.0,2020-06,4,0,0,0
Bastos,3505807,Marília,5.0,20301.0,3549.0,2020-02,0,0,0,0
Bastos,3505807,Marília,5.0,20301.0,3549.0,2020-03,0,0,0,0
Bastos,3505807,Marília,5.0,20301.0,3549.0,2020-04,0,0,0,0
Bastos,3505807,Marília,5.0,20301.0,3549.0,2020-05,11,1,0,0
Bastos,3505807,Marília,5.0,20301.0,3549.0,2020-06,6,1,0,0
Batatais,3505906,Ribeirão Preto,1.0,60222.0,10779.0,2020-02,0,0,0,0
Batatais,3505906,Ribeirão Preto,1.0,60222.0,10779.0,2020-03,0,0,0,0
Batatais,3505906,Ribeirão Preto,1.0,60222.0,10779.0,2020-04,26,2,3,1
Batatais,3505906,Ribeirão Preto,1.0,60222.0,10779.0,2020-05,137,11,31,0
Batatais,3505906,Ribeirão Preto,1.0,60222.0,10779.0,2020-06,67,7,4,0
Bauru,3506003,Bauru,12.0,364225.0,62416.0,2020-02,0,0,0,0
Bauru,3506003,Bauru,12.0,364225.0,62416.0,2020-03,0,0,0,0
Bauru,3506003,Bauru,12.0,364225.0,62416.0,2020-04,1078,103,81,7
Bauru,3506003,Bauru,12.0,364225.0,62416.0,2020-05,6322,190,334,8
Bauru,3506003,Bauru,12.0,364225.0,62416.0,2020-06,1260,52,60,0
Bebedouro,3506102,Barretos,16.0,74155.0,13801.0,2020-02,0,0,0,0
Bebedouro,3506102,Barretos,16.0,74155.0,13801.0,2020-03,0,0,0,0
Bebedouro,3506102,Barretos,16.0,74155.0,13801.0,2020-04,55,6,0,0
Bebedouro,3506102,Barretos,16.0,74155.0,13801.0,2020-05,381,13,19,1
Bebedouro,3506102,Barretos,16.0,74155.0,13801.0,2020-06,91,8,5,1
Bento de Abreu,3506201,Araçatuba,7.0,2945.0,455.0,2020-02,0,0,0,0
Bento de Abreu,3506201,Araçatuba,7.0,2945.0,455.0,2020-03,0,0,0,0
Bento de Abreu,3506201,Araçatuba,7.0,2945.0,455.0,2020-04,0,0,0,0
Bento de Abreu,3506201,Araçatuba,7.0,2945.0,455.0,2020-05,0,0,0,0
Bento de Abreu,3506201,Araçatuba,7.0,2945.0,455.0,2020-06,0,0,0,0
Bernardino de Campos,3506300,Marília,5.0,10787.0,2156.0,2020-02,0,0,0,0
Bernardino de Campos,3506300,Marília,5.0,10787.0,2156.0,2020-03,0,0,0,0
Bernardino de Campos,3506300,Marília,5.0,10787.0,2156.0,2020-04,0,0,0,0
Bernardino de Campos,3506300,Marília,5.0,10787.0,2156.0,2020-05,0,0,0,0
Bernardino de Campos,3506300,Marília,5.0,10787.0,2156.0,2020-06,3,1,0,0
Bertioga,3506359,Baixada Santista,13.0,63290.0,6351.0,2020-02,0,0,0,0
Bertioga,3506359,Baixada Santista,13.0,63290.0,6351.0,2020-03,0,0,0,0
Bertioga,3506359,Baixada Santista,13.0,63290.0,6351.0,2020-04,0,0,0,0
